MSE,RMSE,MAE,R2,MSE_cal,RMSE_cal,MAE_cal,R2_cal
0.0020814314484596252,0.045622707596761784,0.028813252225518227,0.9637433886528015,0.0005329090636223555,0.023084823231343043,0.012697962112724781,0.9907172322273254
