0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.0,0.0,0.0,0.0,0.0,288.49878,288.7355,331.3269,655.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81751,200.0,150.0,125.0,100.00001,50.0,655.862
0.0,0.0,0.0,0.0,0.0,288.49908,288.73633,331.3396,655.87317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.817314,200.0,150.0,125.0,99.99999,50.0,655.87317
0.0,0.0,0.0,0.0,0.0,288.49942,288.73737,331.35336,655.88495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81712,200.0,150.0,125.0,100.0,50.0,655.88495
0.0,0.0,0.0,0.0,0.0,288.49994,288.73843,331.3661,655.8963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81702,200.0,150.0,125.0,99.99999,50.0,655.8963
0.0,0.0,0.0,0.0,0.0,288.5002,288.73947,331.38083,655.9083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81692,200.0,150.0,125.0,100.00001,50.0,655.9083
0.0,0.0,0.0,0.0,0.0,288.5009,288.74094,331.39478,655.92053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81672,200.0,150.0,125.0,99.99999,50.0,655.92053
0.0,0.0,0.0,0.0,0.0,288.50128,288.74203,331.41043,655.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81605,200.0,150.0,125.0,100.0,50.0,655.933
0.0,0.0,0.0,0.0,0.0,288.50177,288.74335,331.42517,655.94525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81594,200.0,150.0,125.0,100.00001,50.0,655.94525
0.0,0.0,0.0,0.0,0.0,288.5023,288.74463,331.44034,655.95825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81594,200.0,150.0,125.0,100.0,50.0,655.95825
0.0,0.0,0.0,0.0,0.0,288.503,288.7463,331.4557,655.9701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9999995,650.0,300.0,74.81584,200.0,150.0,125.0,100.0,50.0,655.9701
0.0,0.0,0.0,0.0,0.0,288.5036,288.7477,331.47217,655.98254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81527,200.0,150.0,125.0,100.0,50.0,655.98254
0.0,0.0,0.0,0.0,0.0,288.5043,288.7494,331.48843,655.99475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81538,200.0,150.0,125.0,100.0,50.0,655.99475
0.0,0.0,0.0,0.0,0.0,288.50504,288.7512,331.5046,656.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81538,200.0,150.0,125.0,99.99999,49.99997,656.0066
0.0,0.0,0.0,0.0,0.0,288.5056,288.75253,331.52066,656.01843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.8149,200.0,150.0,125.0,100.0,50.0,656.01843
0.0,0.0,0.0,0.0,0.0,288.50635,288.75424,331.53674,656.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81443,200.0,150.0,125.0,100.0,50.0,656.0301
0.0,0.0,0.0,0.0,0.0,288.50714,288.7561,331.5524,656.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81453,200.0,150.0,125.0,100.0,50.0,656.0411
0.0,0.0,0.0,0.0,0.0,288.5081,288.75803,331.56894,656.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000005,650.0,300.0,74.81416,200.0,150.0,125.0,100.0,50.0,656.0521
0.0,0.0,0.0,0.0,0.0,288.50873,288.7599,331.585,656.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81369,200.0,150.0,125.0,100.0,50.0,656.0623
0.0,0.0,0.0,0.0,0.0,288.50946,288.76163,331.60107,656.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81399,200.0,150.0,125.0,100.0,50.0,656.0725
0.0,0.0,0.0,0.0,0.0,288.51044,288.76364,331.6161,656.0821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9999995,650.0,300.0,74.813614,200.0,150.00012,125.0,100.0,50.0,656.0821
0.0,0.0,0.0,0.0,0.0,288.5114,288.76584,331.63168,656.0915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81335,200.0,150.0,125.0,100.0,50.0,656.0915
0.0,0.0,0.0,0.0,0.0,288.51227,288.7677,331.6474,656.1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81308,200.0,150.0,125.00001,100.00001,50.0,656.1009
0.0,0.0,0.0,0.0,0.0,288.51324,288.76968,331.66232,656.1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.812805,200.0,150.0,125.0,100.0,50.0,656.1088
0.0,0.0,0.0,0.0,0.0,288.5141,288.77173,331.6767,656.1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81254,200.0,150.0,125.0,100.00001,50.0,656.1171
0.0,0.0,0.0,0.0,0.0,288.51495,288.77362,331.69156,656.12494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9999995,650.0,300.0,74.81227,200.0,150.0,125.0,100.0,50.0,656.12494
0.0,0.0,0.0,0.0,0.0,288.5159,288.7756,331.70517,656.13184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.8121,200.0,150.0,125.00001,100.0,49.999973,656.13184
0.0,0.0,0.0,0.0,0.0,288.51657,288.7775,331.71954,656.13873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81136,200.0,150.0,125.00001,100.00001,50.0,656.13873
0.0,0.0,0.0,0.0,0.0,288.5174,288.7793,331.73203,656.14484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.811195,200.0,150.0,125.00001,100.0,50.0,656.14484
0.0,0.0,0.0,0.0,0.0,288.51843,288.7813,331.74594,656.1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81103,200.0,150.0,125.00001,100.0,50.0,656.1507
0.0,0.0,0.0,0.0,0.0,288.51926,288.78317,331.75793,656.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.81085,200.0,150.0,125.0,99.99999,50.0,656.156
0.0,0.0,0.0,0.0,0.0,288.5203,288.7852,331.7699,656.1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.810104,200.0,150.0,125.0,100.0,50.0,656.1611
0.0,0.0,0.0,0.0,0.0,288.521,288.7869,331.78183,656.16614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.00006,300.0,74.81004,200.0,150.0,125.0,100.0,50.0,656.16614
0.0,0.0,0.0,0.0,0.0,288.52176,288.7886,331.79248,656.17035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,649.99994,300.0,74.809875,200.0,150.0,125.0,100.0,50.0,656.17035
0.0,0.0,0.0,0.0,0.0,288.5226,288.79047,331.80316,656.17444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,649.99994,300.0,74.809235,200.0,150.0,125.0,100.0,50.0,656.17444
0.0,0.0,0.0,0.0,0.0,288.5233,288.7919,331.8137,656.17834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80907,200.0,150.0,125.0,100.0,50.0,656.17834
0.0,0.0,0.0,0.0,0.0,288.52393,288.7935,331.82312,656.1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.8089,200.0,150.0,125.0,100.0,50.0,656.1816
0.0,0.0,0.0,0.0,0.0,288.52496,288.7953,331.83246,656.1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000005,650.0,300.0,74.80826,200.0,150.0,125.0,100.0,50.0,656.1846
0.0,0.0,0.0,0.0,0.0,288.52533,288.79642,331.84143,656.18695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,649.99994,300.0,74.80808,200.0,150.0,125.0,100.0,50.0,656.18695
0.0,0.0,0.0,0.0,0.0,288.52597,288.7978,331.8491,656.1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,649.99994,300.0,74.80734,200.0,150.0,124.99999,100.0,50.0,656.1897
0.0,0.0,0.0,0.0,0.0,288.52667,288.79922,331.85715,656.1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80717,200.0,150.0,124.99999,100.0,50.0,656.1918
0.0,0.0,0.0,0.0,0.0,288.52725,288.80054,331.86365,656.1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.807,200.0,150.0,124.99999,100.0,50.0,656.1938
0.0,0.0,0.0,0.0,0.0,288.52762,288.80142,331.87085,656.1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80682,200.0,150.0,125.0,100.0,50.0,656.1957
0.0,0.0,0.0,0.0,0.0,288.52823,288.80252,331.8769,656.19696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80608,200.0,150.0,125.0,100.0,50.0,656.197
0.0,0.0,0.0,0.0,0.0,288.52863,288.8034,331.88235,656.1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80582,200.0,150.0,125.0,100.00001,50.0,656.1985
0.0,0.0,0.0,0.0,0.0,288.52884,288.8041,331.8872,656.20026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80554,200.0,150.0,125.0,100.0,50.0,656.20026
0.0,0.0,0.0,0.0,0.0,288.52902,288.80478,331.89233,656.2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80528,200.0,150.0,125.0,100.0,50.0,656.2011
0.0,0.0,0.0,0.0,0.0,288.52942,288.80542,331.896,656.20233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000005,650.0,300.0,74.80501,200.0,150.0,125.0,100.0,50.0,656.2024
0.0,0.0,0.0,0.0,0.0,288.52975,288.80624,331.89966,656.2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80473,200.0,150.0,125.0,100.00001,50.0,656.2033
0.0,0.0,0.0,0.0,0.0,288.5299,288.80667,331.9034,656.2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000005,650.0,300.0,74.80437,200.0,150.0,125.00001,100.0,50.0,656.2045
0.0,0.0,0.0,0.0,0.0,288.53006,288.80682,331.90625,656.20557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80399,200.0,150.0,125.00001,100.0,50.0,656.20557
0.0,0.0,0.0,0.0,0.0,288.53018,288.80722,331.90842,656.2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80409,200.0,150.0,125.00001,99.99999,50.0,656.2068
0.0,0.0,0.0,0.0,0.0,288.52997,288.807,331.91055,656.2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80362,200.0,150.0,125.0,100.0,50.0,656.2079
0.0,0.0,0.0,0.0,0.0,288.53006,288.80716,331.91183,656.2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.803154,200.0,150.0,125.0,100.00001,50.0,656.2089
0.0,0.0,0.0,0.0,0.0,288.52994,288.807,331.9123,656.2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,649.99994,300.0,74.80325,200.0,150.0,125.0,100.0,50.0,656.2098
0.0,0.0,0.0,0.0,0.0,288.52963,288.8067,331.91437,656.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9999995,649.99994,300.0,74.80268,200.0,150.0,125.0,100.0,50.0,656.2108
0.0,0.0,0.0,0.0,0.0,288.5296,288.80667,331.9143,656.2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80268,200.0,150.0,125.00001,100.0,50.0,656.2122
0.0,0.0,0.0,0.0,0.0,288.5293,288.80612,331.915,656.2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000005,650.0,300.0,74.80258,200.0,150.0,125.00001,100.00001,50.0,656.2136
0.0,0.0,0.0,0.0,0.0,288.52896,288.80585,331.91415,656.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80191,200.0,150.0,125.0,100.0,50.0,656.215
0.0,0.0,0.0,0.0,0.0,288.52884,288.80545,331.91415,656.2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80181,200.0,150.0,125.00001,100.0,50.0,656.2165
0.0,0.0,0.0,0.0,0.0,288.52832,288.80472,331.9133,656.2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80161,200.0,150.0,125.0,100.00001,50.0,656.2179
0.0,0.0,0.0,0.0,0.0,288.52817,288.80405,331.91245,656.2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0000005,650.0,300.0,74.80141,200.0,150.0,125.0,100.0,50.0,656.2193
0.0,0.0,0.0,0.0,0.0,288.52768,288.80334,331.91064,656.22046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80121,200.0,150.0,124.99999,100.00001,50.0,656.22046
0.0,0.0,0.0,0.0,0.0,288.52716,288.8026,331.90936,656.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9999995,650.00006,300.0,74.80091,200.0,150.0,124.99999,99.99999,50.0,656.2225
0.0,0.0,0.0,0.0,0.0,288.5266,288.8016,331.9076,656.2237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80117,200.0,150.0,125.0,100.0,50.0,656.2237
0.0,0.0,0.0,0.0,0.0,288.5261,288.8006,331.90515,656.2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80087,200.0,150.0,125.0,100.0,50.0,656.2249
0.0,0.0,0.0,0.0,0.0,288.52576,288.8,331.90356,656.22644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80047,200.0,150.0,125.00001,100.00001,50.0,656.22644
0.0,0.0,0.0,0.0,0.0,288.52524,288.79904,331.9011,656.22766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80064,200.0,150.0,125.0,99.9999,50.0,656.22766
0.0,0.0,0.0,0.0,0.0,288.52454,288.79782,331.89764,656.22864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.00024,74.80033,200.0,150.0,125.00001,100.0,50.0,656.22864
0.0,0.0,0.0,0.0,0.0,288.5242,288.797,331.89505,656.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80051,200.0,150.0,125.0,100.0,50.0,656.2297
0.0,0.0,0.0,0.0,0.0,288.5235,288.79584,331.89236,656.23047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.800575,200.0,150.0,125.00001,100.0,50.0,656.2305
0.0,0.0,0.0,0.0,0.0,288.52316,288.795,331.88812,656.2313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80017,200.0,150.0,125.00001,99.99999,50.0,656.2313
0.0,0.0,0.0,0.0,0.0,288.52246,288.79382,331.8843,656.2315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,300.0,74.80035,200.0,150.0,125.00001,100.0,50.0,656.2315
