MSE,RMSE,MAE,R2,MSE_cal,RMSE_cal,MAE_cal,R2_cal
12.869924545288086,3.587467706515013,1.162756323814392,-1.8715858459472656e-05,12.831029891967773,3.5820426982334777,1.2068160772323608,0.0030034780502319336
